FID,Join_Count,TARGET_FID,Id,Shape_Leng,Shape_Area,GeoID,FLD_AR_ID,FLD_ZONE,FLOODWAY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,BFE_REVERT,DEP_REVERT,SOURCE_CIT,flood_score
323,1,324,0,679.6433028,16264.49912,324,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
324,1,325,0,2721.46831,450465.1845,325,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
325,4,326,0,2721.46831,450465.1845,326,442,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
326,1,327,0,2721.468967,450465.3712,327,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
327,2,328,0,2173.707393,246042.9067,328,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
328,1,329,0,2130.81297,212445.6633,329,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
329,1,330,0,946.8146245,10952.7356,330,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
330,5,331,0,2721.468967,450465.3712,331,299,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
331,1,332,0,2721.46831,450465.1845,332,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
332,1,333,0,2721.46831,450465.1845,333,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
333,1,334,0,2721.46831,450465.1845,334,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
334,7,335,0,2721.46831,450465.1845,335,283,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
335,2,336,0,2721.46831,450465.1845,336,423,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
336,1,337,0,2721.46831,450465.1845,337,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
337,1,338,0,1947.988207,131906.7983,338,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
338,6,339,0,2721.46831,450465.1845,339,456,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
339,1,340,0,2475.331289,355488.0766,340,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
340,3,341,0,2723.387334,450452.2809,341,699,VE, ,T,14,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
341,1,342,0,2721.468967,450465.3712,342,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
342,1,343,0,2721.46831,450465.1845,343,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
343,3,344,0,2721.46831,450465.1845,344,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
344,1,345,0,2721.46831,450465.1845,345,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
345,1,346,0,2721.468967,450465.4443,346,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
346,2,347,0,1665.247866,120725.4317,347,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
347,4,348,0,2594.829637,419482.1119,348,421,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
348,1,349,0,2721.46831,450465.1845,349,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
349,3,350,0,2765.423259,218103.0916,350,699,VE, ,T,14,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
350,1,351,0,220.1546935,1922.217347,351,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
351,1,352,0,1263.435654,63218.62247,352,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
352,1,353,0,2721.46831,450465.1845,353,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
353,1,354,0,2721.46831,450465.1845,354,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
354,1,355,0,2721.468967,450465.3712,355,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
355,1,356,0,2721.46831,450465.1845,356,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
356,1,357,0,2528.276376,396059.1478,357,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
357,4,358,0,2721.46831,450465.1845,358,428,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
358,1,359,0,2721.468967,450465.3712,359,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
359,3,360,0,2721.46831,450465.1845,360,391,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
360,4,361,0,2721.468967,450465.3712,361,477,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
361,2,362,0,2721.46831,450465.1845,362,425,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
362,2,363,0,2721.46831,450465.1845,363,387,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
363,1,364,0,2721.46831,450465.1845,364,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
364,1,365,0,418.85163,7137.069967,365,542,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
365,1,366,0,2721.46831,450465.1845,366,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
366,2,367,0,2721.46831,450465.1845,367,331,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
367,2,368,0,2721.468967,450465.3712,368,359,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
368,1,369,0,2721.468967,450465.3712,369,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
369,4,370,0,2643.013197,441388.0174,370,358,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
370,1,371,0,2721.46831,450465.1845,371,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
371,1,372,0,2721.46831,450465.1845,372,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
372,1,373,0,2656.270468,438227.4291,373,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
373,4,374,0,2677.88856,446473.8899,374,333,AE, ,T,14,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
374,4,375,0,2721.46831,450465.1845,375,421,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
375,1,376,0,2721.46831,450465.1845,376,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
376,1,377,0,2721.46831,450465.1845,377,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
377,1,378,0,2721.46831,450465.1845,378,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
378,1,379,0,2721.46831,450465.1845,379,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
379,5,380,0,2721.46831,450465.1845,380,340,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
380,2,381,0,2650.443815,442789.0099,381,326,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
381,1,382,0,2721.46831,450465.1845,382,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
382,3,383,0,2721.46831,450465.1845,383,350,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
383,1,384,0,2721.468967,450465.3712,384,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
384,1,385,0,2721.46831,450465.1845,385,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
385,1,386,0,2721.469623,450465.631,386,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
386,1,387,0,2721.46831,450465.1845,387,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
387,5,388,0,2721.46831,450465.1845,388,504,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
388,1,389,0,2721.46831,450465.1845,389,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
389,2,390,0,2721.46831,450465.1845,390,545,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
390,1,391,0,2721.46831,450465.1845,391,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
391,1,392,0,2721.46831,450465.1845,392,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
392,2,393,0,2721.468967,450465.3712,393,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
393,1,394,0,2023.773397,149959.9203,394,690,AE, ,T,10,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
394,1,395,0,2721.468967,450465.3712,395,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
395,1,396,0,2685.077474,440349.4936,396,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
396,3,397,0,2721.46831,450465.1845,397,285,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
397,1,398,0,2721.46831,450465.1845,398,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
398,2,399,0,2721.468967,450465.3712,399,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
399,4,400,0,2721.46831,450465.1845,400,464,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
400,1,401,0,2721.46831,450465.1845,401,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
401,3,402,0,2721.46831,450465.1845,402,330,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
402,1,403,0,2721.46831,450465.1845,403,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
403,1,404,0,2721.46831,450465.1845,404,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
404,1,405,0,2721.46831,450465.1845,405,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
405,1,406,0,671.9858334,16483.08484,406,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
406,1,407,0,2721.46831,450465.1845,407,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
407,1,408,0,2528.856595,420402.0578,408,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
408,5,409,0,2662.931928,368903.7233,409,488,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
409,2,410,0,2721.46831,450465.1845,410,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
410,2,411,0,2453.975617,356508.767,411,496,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
411,1,412,0,2721.46831,450465.1845,412,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
412,1,413,0,2721.46831,450465.1845,413,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
413,1,414,0,2721.468967,450465.3712,414,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
414,5,415,0,2721.46831,450465.1845,415,359,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
415,4,416,0,2721.46831,450465.1845,416,424,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
416,1,417,0,2721.46831,450465.1845,417,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
417,2,418,0,810.3636708,23452.5498,418,376,VE, ,T,13,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
418,1,419,0,2721.46831,450465.1845,419,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
419,2,420,0,2721.46831,450465.1845,420,387,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
420,1,421,0,2721.46831,450465.1845,421,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
421,2,422,0,2721.46831,450465.1845,422,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
422,3,423,0,2718.009572,450441.3678,423,496,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
423,4,424,0,3047.210314,256358.8469,424,333,AE, ,T,14,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
424,4,425,0,2721.46831,450465.1845,425,392,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
425,1,426,0,2520.680159,364235.5729,426,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
426,1,427,0,2721.46831,450465.1845,427,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
427,3,428,0,2721.468967,450465.3712,428,409,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
428,4,429,0,2721.46831,450465.1845,429,285,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
429,4,430,0,2721.46831,450465.1845,430,424,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
430,1,431,0,2721.46831,450465.1845,431,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
431,1,432,0,2721.46831,450465.1845,432,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
432,1,433,0,2721.46831,450465.1845,433,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
433,1,434,0,2721.468967,450465.3712,434,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
434,1,435,0,2721.469623,450465.631,435,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
435,2,436,0,1828.471921,184952.0037,436,567,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
436,2,437,0,2324.415608,252558.6133,437,340,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
437,1,438,0,2721.468967,450465.3712,438,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
438,4,439,0,2721.468967,450465.4443,439,304,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
439,3,440,0,2721.46831,450465.1845,440,408,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
440,1,441,0,1271.777272,45496.00739,441,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
441,1,442,0,2721.46831,450465.1845,442,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
442,1,443,0,2721.46831,450465.1845,443,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
443,3,444,0,632.1025338,16680.71,444,290,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
444,1,445,0,2259.155088,264403.2178,445,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
445,1,446,0,2721.46831,450465.1845,446,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
446,5,447,0,2721.468967,450465.4443,447,303,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
447,6,448,0,2721.46831,450465.1845,448,304,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
448,1,449,0,2721.468967,450465.3712,449,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
449,1,450,0,2721.46831,450465.1845,450,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
450,2,451,0,2378.526787,310259.876,451,364,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
451,2,452,0,2721.46831,450465.1845,452,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
452,3,453,0,2721.46831,450465.1845,453,357,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
453,1,454,0,2721.468967,450465.4443,454,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
454,3,455,0,2721.46831,450465.1845,455,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
455,3,456,0,2721.468967,450465.3712,456,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
456,1,457,0,2721.46831,450465.1845,457,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
457,1,458,0,2721.46831,450465.1845,458,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
458,1,459,0,2721.46831,450465.1845,459,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
459,4,460,0,2721.468967,450465.3712,460,347,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
460,2,461,0,2721.468967,450465.4443,461,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
461,4,462,0,2721.46831,450465.1845,462,383,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
462,1,463,0,2369.532482,250385.6006,463,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
463,5,464,0,2721.46831,450465.1845,464,456,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
464,1,465,0,2721.46831,450465.1845,465,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
465,4,466,0,2721.46831,450465.1845,466,438,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
466,1,467,0,2721.46831,450465.1845,467,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
467,1,468,0,2721.46831,450465.1845,468,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
468,4,469,0,2721.46831,450465.1845,469,315,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
469,4,470,0,2721.46831,450465.1845,470,340,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
470,1,471,0,738.3657148,23105.78618,471,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
471,1,472,0,2721.46831,450465.1845,472,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
472,2,473,0,2721.468967,450465.3712,473,358,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
473,2,474,0,2721.46831,450465.1845,474,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
474,1,475,0,2424.315249,346922.666,475,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
475,1,476,0,2576.048845,391452.0408,476,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
476,1,477,0,2721.46831,450465.1845,477,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
477,1,478,0,2721.46831,450465.1845,478,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
478,1,479,0,2721.46831,450465.1845,479,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
479,1,480,0,1542.487287,102030.454,480,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
480,1,481,0,2721.46831,450465.1845,481,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
481,2,482,0,2721.468967,450465.3712,482,504,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
482,2,483,0,2721.468967,450465.3712,483,344,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
483,3,484,0,2721.468967,450465.3712,484,347,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
484,1,485,0,2721.46831,450465.1845,485,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
485,5,486,0,2721.468967,450465.3712,486,480,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
486,2,487,0,2721.46831,450465.1845,487,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
487,1,488,0,2573.245757,408684.8144,488,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
488,1,489,0,2721.46831,450465.1845,489,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
489,1,490,0,2721.46831,450465.1845,490,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
490,4,491,0,2721.46831,450465.1845,491,359,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
491,1,492,0,2721.469623,450465.631,492,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
492,5,493,0,2721.46831,450465.1845,493,428,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
493,7,494,0,2721.46831,450465.1845,494,321,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
494,2,495,0,2721.468967,450465.3712,495,424,AE, ,T,12,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
495,1,496,0,2721.468967,450465.3712,496,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
496,1,497,0,2721.46831,450465.1845,497,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
497,3,498,0,2721.468967,450465.3712,498,338,VE, ,T,15,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,5
498,2,499,0,2721.46831,450465.1845,499,434,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
499,2,500,0,2721.468967,450465.3712,500,359,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
500,1,501,0,2721.46831,450465.1845,501,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
501,1,502,0,2393.315658,341354.0032,502,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
502,1,503,0,2721.46831,450465.1845,503,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
503,6,504,0,2721.46831,450465.1845,504,545,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
504,1,505,0,935.4666655,26458.32153,505,649,OPEN WATER, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,4
505,2,506,0,2721.46831,450465.1845,506,330,0.2 PCT ANNUAL CHANCE FLOOD HAZARD, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,1
506,5,507,0,2721.469623,450465.631,507,299,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
507,1,508,0,2721.46831,450465.1845,508,698,AREA NOT INCLUDED, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,0
508,1,509,0,2721.46831,450465.1845,509,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
509,1,510,0,2721.46831,450465.1845,510,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
510,1,511,0,2721.46831,450465.1845,511,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
511,1,512,0,2721.46831,450465.1845,512,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
512,5,513,0,2721.46831,450465.1845,513,351,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
513,2,514,0,2721.46831,450465.1845,514,489,AE, ,T,11,NAVD88,-9999,FEET,-9999, , ,-9999,-9999,STUDY1,0
514,1,515,0,1986.781938,109213.9187,515,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
515,1,516,0,2721.46831,450465.1845,516,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
516,1,517,0,2721.46831,450465.1845,517,726,X, ,F,-9999, ,-9999, ,-9999, , ,-9999,-9999,STUDY1,3
