grid_id,imp_percent,imp_score,flood_score,green_score,greenview_index,storwater_managed,treecountestimate,overall_score
52,69.58134653,2,3,,,0,0,1.666666667
53,5.286219066,5,0,,,0,0,1.666666667
54,79.69226654,2,1,,,0,0,1
55,78.76959249,2,0,,,0,0,0.666666667
56,49.44736899,4,0,,,0,0,1.333333333
57,90.58663608,0,0,,,0,0,0
58,75.70137673,2,0,0,16.93886642,190400,238,0.666666667
59,95.80007482,0,3,2,11.21894792,112000,140,1.666666667
60,84.58440891,0,3,,,0,0,1
61,88.82947196,0,3,2,9.512604167,44800,56,1.666666667
62,,0,5,,,0,0,1.666666667
63,67.89556285,2,0,,,0,0,0.666666667
64,78.41862987,2,0,,,0,0,0.666666667
65,78.61569903,2,0,,,0,0,0.666666667
66,,0,0,,,0,0,0
67,22.5942371,5,0,,,0,0,1.666666667
68,88.57199582,0,3,0,17.83846354,44800,56,1
69,92.08899858,0,3,0,16.83003064,190400,238,1
70,93.11488421,0,3,0,2.529214744,31200,39,1
71,81.12602916,0,3,0,16.93080729,134400,168,1
72,81.95934138,0,3,,,0,0,1
73,41.57256746,4,0,,,0,0,1.333333333
74,7.671556851,5,0,,,0,0,1.666666667
75,63.42208303,3,1,0,16.44980469,89600,112,1.333333333
76,,0,4,,,0,0,1.333333333
77,90.16741563,0,1,2,10.17166667,11200,14,1
78,4.256171756,5,1,5,23.79419271,57600,72,3.666666667
79,93.59668049,0,3,,,0,0,1
80,99.13182878,0,0,,,0,0,0
81,86.65472728,0,3,3,12.18571759,201600,252,2
82,43.31741347,4,0,,,0,0,1.333333333
83,83.83456095,0,0,2,10.32839015,123200,154,0.666666667
84,55.70561851,3,3,,,0,0,2
85,,0,0,,,0,0,0
86,,0,0,,,0,0,0
87,,0,4,,,0,0,1.333333333
88,56.24785812,3,0,,,0,0,1
89,90.93547158,0,0,,,0,0,0
90,60.0830456,3,3,,,0,0,2
91,84.81289682,0,3,,,0,0,1
92,86.56586981,0,3,,,0,0,1
93,89.34796782,0,3,3,15.14062153,336000,420,2
94,90.56494295,0,3,,,0,0,1
95,54.86965591,3,0,3,13.04191964,78400,98,2
96,94.64949415,0,0,,,0,0,0
97,76.7785844,2,3,,,0,0,1.666666667
98,96.02353048,0,0,,,0,0,0
99,100,0,0,,,0,0,0
100,,0,0,,,0,0,0
101,79.02262854,2,3,2,10.97566667,168000,210,2.333333333
102,63.93555901,3,0,,,0,0,1
103,17.28554757,5,0,,,0,0,1.666666667
104,92.40456759,0,1,0,19.00497396,57600,72,0.333333333
105,92.50411836,0,1,3,12.88649306,67200,84,1.333333333
106,88.26171172,0,1,2,8.711885417,112000,140,1
107,76.10892724,2,1,0,17.015625,11200,14,1
108,83.01197863,0,0,0,17.49033333,56000,70,0
109,36.64851089,4,0,,,0,0,1.333333333
110,61.58083736,3,0,,,0,0,1
111,68.52402142,2,0,,,0,0,0.666666667
112,38.01392163,4,0,,,0,0,1.333333333
113,73.14891691,2,0,,,0,0,0.666666667
114,7.850938558,5,0,5,31.41208333,64800,81,3.333333333
115,37.63877776,4,1,,,0,0,1.666666667
116,94.53755883,0,3,0,3.216996528,28800,36,1
117,78.17128684,2,3,,,0,0,1.666666667
118,99.63061365,0,0,,,0,0,0
119,86.31797964,0,3,,,0,0,1
120,,0,4,,,0,0,1.333333333
121,96.98866792,0,1,,,0,0,0.333333333
122,75.35323814,2,0,,,0,0,0.666666667
123,99.82168436,0,0,,,0,0,0
124,50.71813815,3,0,,,0,0,1
125,89.35910897,0,1,,,0,0,0.333333333
126,42.95687836,4,0,,,0,0,1.333333333
127,50.99677974,3,0,,,0,0,1
128,89.55705947,0,3,,,0,0,1
129,75.92894236,2,0,3,13.88916667,22400,28,1.666666667
130,94.31098542,0,3,,,0,0,1
131,93.55882943,0,3,0,18.0975,14400,18,1
132,94.47537625,0,1,0,3.08046875,19200,24,0.333333333
133,72.76804581,2,0,0,8.375,11200,14,0.666666667
134,82.2739359,0,0,0,16.30628472,33600,42,0
135,83.47737466,0,3,5,25.4284375,18400,23,2.666666667
136,89.43293967,0,3,,,0,0,1
137,95.98539742,0,3,0,6.981056548,44800,56,1
138,84.05216219,0,1,2,10.56777778,33600,42,1
139,91.14993191,0,3,2,10.59980903,201600,252,1.666666667
140,50.52735599,3,0,,,0,0,1
141,7.150703848,5,3,,,0,0,2.666666667
142,91.62243139,0,3,3,16.21052885,145600,182,2
143,71.52542203,2,1,0,19.27213542,28800,36,1
144,85.85129763,0,3,2,12.01175347,67200,84,1.666666667
145,78.89217852,2,3,0,17.08194661,179200,224,1.666666667
146,37.9687452,4,1,0,2.439354167,12000,15,1.666666667
147,92.82303843,0,3,,,0,0,1
148,83.42323274,0,3,,,0,0,1
149,93.68913459,0,3,0,6.835958333,32000,40,1
150,100,0,0,,,0,0,0
151,63.74422212,3,0,,,0,0,1
152,99.26894505,0,0,,,0,0,0
153,90.84450348,0,3,3,13.9996875,156800,196,2
154,88.65774062,0,3,5,33.27552083,86400,108,2.666666667
155,66.53841721,2,3,3,14.63104167,33600,42,2.666666667
156,88.84548907,0,3,3,12.49915923,156800,196,2
157,95.22918457,0,3,,,0,0,1
158,92.76194539,0,3,3,15.97135417,44800,56,2
159,78.10947656,2,3,,,0,0,1.666666667
160,,0,4,,,0,0,1.333333333
161,3.257529175,5,1,,,0,0,2
162,94.21542237,0,3,,,0,0,1
163,97.05956422,0,1,0,7.708611111,19200,24,0.333333333
164,0.083010197,5,0,,,0,0,1.666666667
165,89.92534528,0,3,3,16.22607008,123200,154,2
166,93.53224036,0,3,0,8.231365741,100800,126,1
167,83.62756707,0,3,3,14.73725694,134400,168,2
168,90.16100042,0,3,0,20.28368304,201600,252,1
169,90.00780811,0,3,,,0,0,1
170,91.23056731,0,3,0,18.71809028,216000,270,1
171,92.16999871,0,0,,,0,0,0
172,99.46917292,0,0,,,0,0,0
173,62.5475882,3,1,,,0,0,1.333333333
174,93.98381219,0,1,5,23.95795139,43200,54,2
175,35.98930094,4,0,,,0,0,1.333333333
176,50.26083864,3,3,,,0,0,2
177,79.65707397,2,1,5,24.34445833,92000,115,2.666666667
178,,0,4,,,0,0,1.333333333
179,91.99306917,0,3,3,12.19895139,336000,420,2
180,,0,4,,,0,0,1.333333333
181,42.61771815,4,0,,,0,0,1.333333333
182,36.3059885,4,0,,,0,0,1.333333333
183,,0,4,,,0,0,1.333333333
184,,0,0,,,0,0,0
185,86.18209954,0,1,0,18.3840625,57600,72,0.333333333
186,42.41797459,4,1,,,0,0,1.666666667
187,87.04905092,0,3,0,5.906605903,76800,96,1
188,90.44868348,0,3,,,0,0,1
189,85.14101474,0,3,,,0,0,1
190,9.154250732,5,1,,,0,0,2
191,92.48677979,0,3,3,15.17578869,78400,98,2
192,,0,0,,,0,0,0
193,49.48008,4,0,,,0,0,1.333333333
194,99.7218023,0,3,,,0,0,1
195,93.30904554,0,3,,,0,0,1
196,88.90817219,0,0,,,0,0,0
197,93.45500831,0,3,0,8.296895833,280000,350,1
198,3.606506543,5,0,,,0,0,1.666666667
199,37.75250567,4,0,,,0,0,1.333333333
200,73.80300009,2,1,3,14.40003646,224000,280,2
201,91.95401352,0,0,,,0,0,0
202,,0,5,,,0,0,1.666666667
203,73.74412456,2,3,5,24.39622917,92000,115,3.333333333
204,65.23839218,2,3,,,0,0,1.666666667
205,92.90437494,0,3,,,0,0,1
206,68.39233851,2,1,,,0,0,1
207,93.05666943,0,0,,,0,0,0
208,86.74898854,0,3,,,0,0,1
209,73.17412269,2,1,5,26.78816406,294400,368,2.666666667
210,92.6979743,0,1,2,10.04151515,123200,154,1
211,58.82814937,3,1,,,0,0,1.333333333
212,92.58136007,0,3,,,0,0,1
213,95.78744925,0,3,0,8.529175347,268800,336,1
214,97.68422999,0,1,2,9.35000947,246400,308,1
215,99.79930546,0,1,,,0,0,0.333333333
216,46.72229063,4,0,,,0,0,1.333333333
217,47.33433628,4,3,3,14.73371094,89600,112,3.333333333
218,100,0,0,,,0,0,0
219,,0,4,,,0,0,1.333333333
220,77.33322405,2,1,0,16.86427083,22400,28,1
221,20.50806938,5,0,,,0,0,1.666666667
222,46.83720024,4,0,,,0,0,1.333333333
223,93.29547998,0,0,0,16.6184375,11200,14,0
224,91.23905887,0,3,3,12.85760417,11200,14,2
225,81.27361294,0,1,0,3.779583333,2400,3,0.333333333
226,44.21921654,4,3,3,14.96995833,56000,70,3.333333333
227,93.29330653,0,0,,,0,0,0
228,16.17443919,5,0,,,0,0,1.666666667
229,74.75588432,2,1,5,22.69478807,417600,522,2.666666667
230,73.77633112,2,0,,,0,0,0.666666667
231,27.60642597,5,3,5,21.69760417,57600,72,4.333333333
232,92.61115162,0,3,,,0,0,1
233,42.03063422,4,3,2,12.07973958,89600,112,3
234,12.33494338,5,0,,,0,0,1.666666667
235,92.63213035,0,1,3,12.18277778,67200,84,1.333333333
236,73.5529144,2,3,3,13.46322917,22400,28,2.666666667
237,18.15041079,5,3,,,0,0,2.666666667
238,40.69608777,4,0,,,0,0,1.333333333
239,,0,5,,,0,0,1.666666667
240,85.51179171,0,3,0,8.151041667,67200,84,1
241,87.51530964,0,3,,,0,0,1
242,98.6913477,0,0,0,7.2956875,96000,120,0
243,64.20754635,3,1,,,0,0,1.333333333
244,92.79955772,0,0,5,24.06822917,184000,230,1.666666667
245,21.62798273,5,0,,,0,0,1.666666667
246,88.66690105,0,1,,,0,0,0.333333333
247,54.59929617,3,3,,,0,0,2
248,85.48977443,0,3,,,0,0,1
249,71.21004069,2,3,5,47.74939583,800000,1000,3.333333333
250,88.39328383,0,3,,,0,0,1
251,48.5108076,4,0,,,0,0,1.333333333
252,30.48041384,4,0,,,0,0,1.333333333
253,84.26341241,0,0,,,0,0,0
254,,0,5,,,0,0,1.666666667
255,62.64325729,3,3,,,0,0,2
256,96.93752197,0,3,0,3.542268519,21600,27,1
257,93.01431731,0,0,2,9.676372549,190400,238,0.666666667
258,84.43438523,0,3,0,20.2715625,14400,18,1
259,91.0115119,0,3,,,0,0,1
260,99.77421915,0,0,,,0,0,0
261,86.81239716,0,3,,,0,0,1
262,70.64917949,2,0,2,12.16453125,22400,28,1.333333333
263,66.08576458,2,0,,,0,0,0.666666667
264,7.174315213,5,3,,,0,0,2.666666667
265,59.71940679,3,3,,,0,0,2
266,27.20121768,5,0,,,0,0,1.666666667
267,95.50223075,0,3,0,3.849479167,9600,12,1
268,91.63934474,0,1,,,0,0,0.333333333
269,,0,5,,,0,0,1.666666667
270,17.108226,5,0,,,0,0,1.666666667
271,86.39520666,0,3,,,0,0,1
272,32.03887099,4,0,,,0,0,1.333333333
273,82.98626162,0,3,,,0,0,1
274,,0,0,,,0,0,0
275,86.45577763,0,0,5,24.27802083,110400,138,1.666666667
276,78.00311693,2,1,3,14.46525391,179200,224,2
277,89.81376723,0,3,3,15.49502083,56000,70,2
278,85.6003289,0,3,,,0,0,1
279,,0,4,,,0,0,1.333333333
280,,0,4,,,0,0,1.333333333
281,,0,4,,,0,0,1.333333333
282,94.62180107,0,0,,,0,0,0
283,91.20104538,0,0,,,0,0,0
284,33.84750768,4,1,,,0,0,1.666666667
285,86.16681585,0,3,,,0,0,1
286,75.75736856,2,0,,,0,0,0.666666667
287,92.4123221,0,3,,,0,0,1
288,84.50946296,0,1,,,0,0,0.333333333
289,87.47074625,0,3,3,16.22539388,358400,448,2
290,81.53716081,0,3,,,0,0,1
291,92.91988801,0,3,0,16.32855903,67200,84,1
292,95.21006247,0,3,,,0,0,1
293,32.88897663,4,1,,,0,0,1.666666667
294,98.84952126,0,3,,,0,0,1
295,37.34859859,4,0,,,0,0,1.333333333
296,1.572238886,5,0,,,0,0,1.666666667
297,82.30433054,0,0,0,6.923142361,76800,96,0
298,92.61040931,0,3,,,0,0,1
299,87.54112074,0,3,2,9.238697917,67200,84,1.666666667
300,40.60169089,4,0,,,0,0,1.333333333
301,89.33228879,0,0,,,0,0,0
302,96.87461197,0,1,,,0,0,0.333333333
303,98.19325489,0,0,,,0,0,0
304,78.6516727,2,1,,,0,0,1
305,95.82405242,0,0,,,0,0,0
306,92.91408378,0,3,,,0,0,1
307,82.38799587,0,3,,,0,0,1
308,95.02564714,0,1,,,0,0,0.333333333
309,59.64777033,3,1,,,0,0,1.333333333
310,95.62963654,0,3,0,6.904780093,57600,72,1
311,87.31363908,0,3,2,11.72833333,11200,14,1.666666667
312,28.45377143,5,1,,,0,0,2
313,98.68326374,0,1,0,18.66319444,43200,54,0.333333333
314,90.40067467,0,3,,,0,0,1
315,87.86906921,0,3,0,3.840229167,12000,15,1
316,95.96107563,0,0,,,0,0,0
317,99.15084044,0,0,,,0,0,0
318,74.32827672,2,3,,,0,0,1.666666667
319,81.45413028,0,1,5,23.80340278,129600,162,2
320,59.45644996,3,3,,,0,0,2
321,89.68622019,0,3,0,18.04797554,331200,414,1
322,8.631267909,5,1,,,0,0,2
323,,0,0,,,0,0,0
324,38.69792577,4,0,,,0,0,1.333333333
325,84.48285854,0,0,0,6.543153409,70400,88,0
326,73.03711471,2,1,3,13.62820313,89600,112,2
327,67.26907003,2,3,,,0,0,1.666666667
328,,0,4,,,0,0,1.333333333
329,88.32952331,0,3,0,17.89458333,11200,14,1
330,79.82352475,2,0,,,0,0,0.666666667
331,46.59483237,4,3,,,0,0,2.333333333
332,94.4848654,0,3,0,3.650166667,12000,15,1
333,85.47972576,0,3,2,11.00875,134400,168,1.666666667
334,90.09528048,0,3,,,0,0,1
335,67.24794439,2,1,0,8.425729167,22400,28,1
336,52.3965787,3,1,5,23.01734375,316800,396,3
337,92.51089005,0,3,2,11.04408565,100800,126,1.666666667
